AÃ‘O_ACCIDENTE,MES_ACCIDENTE,CLASE ACCIDENTE,SERVICIO_VEHICULO_ACCIDENTADO,CLASE_VEHICULO_ACCIDENTADO,CANTIDAD_VEHICULOS
2017,1,Choque,PUBLICO,BUSETA,22
2017,1,Choque,PUBLICO,CAMION,45
2017,1,Choque,PUBLICO,CAMIONETA,12
2017,1,Choque,PUBLICO,MICROBUS,22
2017,1,Choque,PUBLICO,TRACTO/CAMION,17
2017,1,Choque,PUBLICO,VOLQUETA,7
2017,1,Choque,No Aplica,AUTOMOVIL,1
2017,1,Otro,PARTICULAR,MOTOCICLETA,3
2017,1,Otro,PUBLICO,AUTOMOVIL,1
2017,1,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,1,Volcamiento,PUBLICO,BUSETA,1
2017,2,Atropello,PARTICULAR,AUTOMOVIL,2
2017,2,Atropello,PARTICULAR,MOTOCICLETA,4
2017,2,Atropello,PUBLICO,AUTOMOVIL,1
2017,2,Atropello,PUBLICO,BUS,3
2017,2,Atropello,PUBLICO,CAMION,1
2017,2,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2017,2,Caida Ocupante,PUBLICO,MICROBUS,1
2017,2,Choque,DESCONOCIDO,DESCONOCIDA,1
2017,2,Choque,DESCONOCIDO,AUTOMOVIL,2
2017,2,Choque,DESCONOCIDO,BICICLETA,8
2017,2,Choque,DESCONOCIDO,DESCONOCIDA,1
2017,2,Choque,DESCONOCIDO,MOTOCICLETA,2
2017,2,Choque,DESCONOCIDO,TRACCION ANIMAL,1
2017,2,Choque,OFICIAL,AUTOMOVIL,1
2017,2,Choque,OFICIAL,CAMIONETA,1
2017,2,Choque,OFICIAL,MOTOCICLETA,3
2017,2,Choque,PARTICULAR,AUTOMOVIL,323
2017,2,Choque,PARTICULAR,CAMION,9
2017,2,Choque,PARTICULAR,CAMIONETA,116
2017,2,Choque,PARTICULAR,CAMPERO,39
2017,2,Choque,PARTICULAR,CUATRIMOTO,1
2017,2,Choque,PARTICULAR,MOTOCICLETA,121
2017,2,Choque,PARTICULAR,TRACTO/CAMION,1
2017,2,Choque,PARTICULAR,VOLQUETA,1
2017,2,Choque,PUBLICO,AUTOMOVIL,178
2017,2,Choque,PUBLICO,BUS,96
2017,2,Choque,PUBLICO,BUSETA,30
2017,2,Choque,PUBLICO,CAMION,28
2017,2,Choque,PUBLICO,CAMIONETA,28
2017,2,Choque,PUBLICO,MICROBUS,17
2017,2,Choque,PUBLICO,TRACTO/CAMION,14
2017,2,Choque,PUBLICO,VOLQUETA,9
2017,2,Otro,OFICIAL,MOTOCICLETA,1
2017,2,Otro,PARTICULAR,AUTOMOVIL,4
2017,2,Otro,PARTICULAR,CAMIONETA,1
2017,2,Otro,PARTICULAR,MOTOCICLETA,4
2017,2,Otro,PUBLICO,BUS,1
2017,2,Otro,PUBLICO,CAMION,1
2017,2,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,3,Atropello,PARTICULAR,AUTOMOVIL,1
2017,3,Atropello,PARTICULAR,CAMIONETA,1
2017,3,Atropello,PARTICULAR,MOTOCICLETA,6
2017,3,Atropello,PUBLICO,BUS,5
2017,3,Caida Ocupante,PUBLICO,BUS,2
2017,3,Choque,DESCONOCIDO,AUTOMOVIL,2
2017,3,Choque,DESCONOCIDO,BICICLETA,6
2017,3,Choque,DESCONOCIDO,DESCONOCIDA,1
2017,3,Choque,DESCONOCIDO,TRACCION ANIMAL,1
2017,3,Choque,OFICIAL,AUTOMOVIL,1
2017,3,Choque,OFICIAL,CAMIONETA,4
2017,3,Choque,OFICIAL,CAMPERO,1
2017,3,Choque,OFICIAL,MOTOCICLETA,4
2017,3,Choque,PARTICULAR,AUTOMOVIL,358
2017,3,Choque,PARTICULAR,CAMION,8
2017,3,Choque,PARTICULAR,CAMIONETA,116
2017,3,Choque,PARTICULAR,CAMPERO,22
2017,3,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2017,3,Choque,PARTICULAR,MOTOCICLETA,137
2017,3,Choque,PARTICULAR,VOLQUETA,1
2017,3,Choque,PUBLICO,AUTOMOVIL,182
2017,3,Choque,PUBLICO,BUS,69
2017,3,Choque,PUBLICO,BUSETA,27
2017,3,Choque,PUBLICO,CAMION,45
2017,3,Choque,PUBLICO,CAMIONETA,23
2017,3,Choque,PUBLICO,CAMPERO,1
2017,3,Choque,PUBLICO,MICROBUS,14
2017,3,Choque,PUBLICO,MOTOCICLETA,1
2017,3,Choque,PUBLICO,TRACTO/CAMION,21
2017,3,Choque,PUBLICO,VOLQUETA,10
2017,3,Otro,OFICIAL,MOTOCICLETA,2
2017,3,Otro,PARTICULAR,AUTOMOVIL,3
2017,3,Otro,PARTICULAR,CAMIONETA,1
2017,3,Otro,PARTICULAR,MOTOCICLETA,3
2017,3,Otro,PUBLICO,AUTOMOVIL,2
2017,3,Otro,PUBLICO,BUS,2
2017,3,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,4,Atropello,PARTICULAR,AUTOMOVIL,1
2017,4,Atropello,PARTICULAR,MOTOCICLETA,2
2017,4,Atropello,PUBLICO,AUTOMOVIL,1
2017,4,Atropello,PUBLICO,BUS,1
2017,4,Atropello,PUBLICO,CAMIONETA,1
2017,4,Atropello,PUBLICO,MICROBUS,1
2017,4,Caida Ocupante,PUBLICO,BUS,1
2017,4,Choque,DESCONOCIDO,DESCONOCIDA,1
2017,4,Choque,DESCONOCIDO,BICICLETA,4
2017,4,Choque,DIPLOMATICO,AUTOMOVIL,1
2017,4,Choque,OFICIAL,AUTOMOVIL,1
2017,4,Choque,OFICIAL,BUS,1
2017,4,Choque,OFICIAL,CAMIONETA,1
2017,4,Choque,OFICIAL,CAMPERO,4
2017,4,Choque,OFICIAL,MOTOCICLETA,4
2017,4,Choque,PARTICULAR,AUTOMOVIL,348
2017,4,Choque,PARTICULAR,BUS,1
2017,4,Choque,PARTICULAR,CAMION,5
2017,4,Choque,PARTICULAR,CAMIONETA,115
2017,4,Choque,PARTICULAR,CAMPERO,38
2017,4,Choque,PARTICULAR,MICROBUS,1
2017,4,Choque,PARTICULAR,MOTOCICLETA,116
2017,4,Choque,PARTICULAR,TRACTO/CAMION,2
2017,4,Choque,PARTICULAR,VOLQUETA,3
2017,4,Choque,PUBLICO,AUTOMOVIL,170
2017,4,Choque,PUBLICO,BUS,95
2017,4,Choque,PUBLICO,BUSETA,32
2017,4,Choque,PUBLICO,CAMION,37
2017,4,Choque,PUBLICO,CAMIONETA,20
2017,4,Choque,PUBLICO,MICROBUS,12
2017,4,Choque,PUBLICO,MOTOCICLETA,1
2017,4,Choque,PUBLICO,TRACTO/CAMION,18
2017,4,Choque,PUBLICO,VOLQUETA,9
2017,4,Otro,PARTICULAR,AUTOMOVIL,3
2017,4,Otro,PARTICULAR,CAMIONETA,1
2017,4,Otro,PARTICULAR,MOTOCICLETA,3
2017,4,Otro,PUBLICO,AUTOMOVIL,3
2017,4,Otro,PUBLICO,BUS,4
2017,4,Otro,PUBLICO,BUSETA,1
2017,4,Otro,PUBLICO,CAMION,1
2017,4,Otro,PUBLICO,TRACTO/CAMION,1
2017,4,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,4,Volcamiento,PUBLICO,VOLQUETA,1
2017,5,Atropello,DESCONOCIDO,AUTOMOVIL,1
2017,5,Atropello,DESCONOCIDO,BICICLETA,1
2017,5,Atropello,DESCONOCIDO,DESCONOCIDA,1
2017,5,Atropello,PARTICULAR,AUTOMOVIL,1
2017,5,Atropello,PARTICULAR,CAMIONETA,1
2017,5,Atropello,PARTICULAR,MOTOCICLETA,6
2017,5,Atropello,PUBLICO,AUTOMOVIL,4
2017,5,Atropello,PUBLICO,CAMION,1
2017,5,Atropello,PUBLICO,CAMIONETA,1
2017,5,Choque,DESCONOCIDO,AUTOMOVIL,1
2017,5,Choque,DESCONOCIDO,BICICLETA,4
2017,5,Choque,DESCONOCIDO,CAMIONETA,1
2017,5,Choque,DESCONOCIDO,MOTOCICLETA,1
2017,5,Choque,DIPLOMATICO,BUS,1
2017,5,Choque,OFICIAL,AUTOMOVIL,1
2017,5,Choque,OFICIAL,CAMIONETA,2
2017,5,Choque,OFICIAL,MICROBUS,1
2017,5,Choque,OFICIAL,MOTOCICLETA,4
2017,5,Choque,PARTICULAR,AUTOMOVIL,359
2017,5,Choque,PARTICULAR,CAMION,9
2017,5,Choque,PARTICULAR,CAMIONETA,120
2017,5,Choque,PARTICULAR,CAMPERO,42
2017,5,Choque,PARTICULAR,MOTOCICLETA,101
2017,5,Choque,PARTICULAR,TRACTO/CAMION,2
2017,5,Choque,PUBLICO,AUTOMOVIL,179
2017,5,Choque,PUBLICO,BUS,101
2017,5,Choque,PUBLICO,BUSETA,46
2017,5,Choque,PUBLICO,CAMION,46
2017,5,Choque,PUBLICO,CAMIONETA,27
2017,5,Choque,PUBLICO,CAMPERO,1
2017,5,Choque,PUBLICO,MICROBUS,12
2017,5,Choque,PUBLICO,TRACTO/CAMION,17
2017,5,Choque,PUBLICO,VOLQUETA,11
2017,5,Otro,PARTICULAR,MOTOCICLETA,2
2017,5,Otro,PUBLICO,AUTOMOVIL,1
2017,5,Otro,PUBLICO,BUSETA,1
2017,5,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,5,Volcamiento,PARTICULAR,CAMIONETA,1
2017,5,Volcamiento,PUBLICO,BUSETA,1
2017,5,Volcamiento,PUBLICO,CAMIONETA,1
2017,6,Atropello,OFICIAL,MOTOCICLETA,1
2017,6,Atropello,PARTICULAR,AUTOMOVIL,3
2017,6,Atropello,PARTICULAR,CAMIONETA,1
2017,6,Atropello,PARTICULAR,MOTOCICLETA,3
2017,6,Atropello,PUBLICO,AUTOMOVIL,2
2017,6,Atropello,PUBLICO,BUS,1
2017,6,Atropello,PUBLICO,CAMION,1
2017,6,Caida Ocupante,PUBLICO,BUS,1
2017,6,Choque,DESCONOCIDO,DESCONOCIDA,2
2017,6,Choque,DESCONOCIDO,AUTOMOVIL,1
2017,6,Choque,DESCONOCIDO,BICICLETA,3
2017,6,Choque,DESCONOCIDO,DESCONOCIDA,3
2017,6,Choque,OFICIAL,AUTOMOVIL,1
2017,6,Choque,OFICIAL,CAMIONETA,1
2017,6,Choque,OFICIAL,CAMPERO,1
2017,6,Choque,OFICIAL,MOTOCICLETA,3
2017,6,Choque,PARTICULAR,AUTOMOVIL,317
2017,6,Choque,PARTICULAR,BUSETA,1
2017,6,Choque,PARTICULAR,CAMION,10
2017,6,Choque,PARTICULAR,CAMIONETA,123
2017,6,Choque,PARTICULAR,CAMPERO,39
2017,6,Choque,PARTICULAR,MOTOCICLETA,117
2017,6,Choque,PARTICULAR,VOLQUETA,2
2017,6,Choque,PUBLICO,AUTOMOVIL,174
2017,6,Choque,PUBLICO,BUS,72
2017,6,Choque,PUBLICO,BUSETA,25
2017,6,Choque,PUBLICO,CAMION,32
2017,6,Choque,PUBLICO,CAMIONETA,26
2017,6,Choque,PUBLICO,CAMPERO,1
2017,6,Choque,PUBLICO,MICROBUS,8
2017,6,Choque,PUBLICO,TRACTO/CAMION,13
2017,6,Choque,PUBLICO,VOLQUETA,8
2017,6,Otro,PARTICULAR,AUTOMOVIL,2
2017,6,Otro,PARTICULAR,MOTOCICLETA,2
2017,6,Otro,PUBLICO,BUS,3
2017,6,Otro,PUBLICO,BUSETA,1
2017,6,Volcamiento,PARTICULAR,CAMIONETA,1
2017,7,Atropello,PARTICULAR,AUTOMOVIL,3
2017,7,Atropello,PARTICULAR,CAMIONETA,1
2017,7,Atropello,PARTICULAR,MOTOCICLETA,6
2017,7,Atropello,PUBLICO,AUTOMOVIL,3
2017,7,Atropello,PUBLICO,BUS,2
2017,7,Atropello,PUBLICO,BUSETA,1
2017,7,Caida Ocupante,PUBLICO,BUS,1
2017,7,Choque,DESCONOCIDO,AUTOMOVIL,6
2017,7,Choque,DESCONOCIDO,BICICLETA,8
2017,7,Choque,DESCONOCIDO,TRACCION ANIMAL,1
2017,7,Choque,DIPLOMATICO,CAMION,1
2017,7,Choque,OFICIAL,AUTOMOVIL,1
2017,7,Choque,OFICIAL,CAMION,1
2017,7,Choque,OFICIAL,CAMIONETA,3
2017,7,Choque,OFICIAL,CAMPERO,3
2017,7,Choque,OFICIAL,MOTOCICLETA,1
2017,7,Choque,PARTICULAR,AUTOMOVIL,347
2017,7,Choque,PARTICULAR,CAMION,7
2017,7,Choque,PARTICULAR,CAMIONETA,113
2017,7,Choque,PARTICULAR,CAMPERO,34
2017,7,Choque,PARTICULAR,DUMPER VOLQUETAARTICULADA,1
2017,7,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2017,7,Choque,PARTICULAR,MICROBUS,2
2017,7,Choque,PARTICULAR,MOTOCARRO,1
2017,7,Choque,PARTICULAR,MOTOCICLETA,114
2017,7,Choque,PARTICULAR,VOLQUETA,1
2017,7,Choque,PUBLICO,AUTOMOVIL,186
2017,7,Choque,PUBLICO,BUS,91
2017,7,Choque,PUBLICO,BUSETA,38
2017,7,Choque,PUBLICO,CAMION,47
2017,7,Choque,PUBLICO,CAMIONETA,20
2017,7,Choque,PUBLICO,MICROBUS,14
2017,7,Choque,PUBLICO,TRACTO/CAMION,20
2017,7,Choque,PUBLICO,VOLQUETA,6
2017,7,Incendio,OFICIAL,MOTOCICLETA,1
2017,7,Otro,PARTICULAR,CAMIONETA,1
2017,7,Otro,PARTICULAR,MOTOCICLETA,2
2017,7,Otro,PUBLICO,AUTOMOVIL,1
2017,7,Otro,PUBLICO,BUS,1
2017,7,Otro,PUBLICO,MICROBUS,1
2017,7,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,7,Volcamiento,PUBLICO,CAMION,1
2017,7,Volcamiento,PUBLICO,CAMIONETA,1
2017,8,Atropello,DESCONOCIDO,BICICLETA,1
2017,8,Atropello,PARTICULAR,AUTOMOVIL,4
2017,8,Atropello,PARTICULAR,CAMIONETA,1
2017,8,Atropello,PARTICULAR,MOTOCICLETA,7
2017,8,Atropello,PUBLICO,AUTOMOVIL,3
2017,8,Atropello,PUBLICO,BUS,1
2017,8,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2017,8,Caida Ocupante,PUBLICO,AUTOMOVIL,1
2017,8,Caida Ocupante,PUBLICO,BUS,3
2017,8,Caida Ocupante,PUBLICO,BUSETA,2
2017,8,Caida Ocupante,PUBLICO,CAMIONETA,1
2017,8,Choque,DESCONOCIDO,AUTOMOVIL,3
2017,8,Choque,DESCONOCIDO,BICICLETA,6
2017,8,Choque,DESCONOCIDO,MOTOCICLETA,1
2017,8,Choque,OFICIAL,CAMIONETA,2
2017,8,Choque,OFICIAL,MOTOCICLETA,2
2017,8,Choque,PARTICULAR,AUTOMOVIL,340
2017,8,Choque,PARTICULAR,CAMION,11
2017,8,Choque,PARTICULAR,CAMIONETA,105
2017,8,Choque,PARTICULAR,CAMPERO,26
2017,8,Choque,PARTICULAR,MICROBUS,1
2017,8,Choque,PARTICULAR,MOTOCARRO,1
2017,8,Choque,PARTICULAR,MOTOCICLETA,123
2017,8,Choque,PARTICULAR,TRACTO/CAMION,2
2017,8,Choque,PARTICULAR,VOLQUETA,1
2017,8,Choque,PUBLICO,AUTOMOVIL,173
2017,8,Choque,PUBLICO,BUS,106
2017,8,Choque,PUBLICO,BUSETA,36
2017,8,Choque,PUBLICO,CAMION,41
2017,8,Choque,PUBLICO,CAMIONETA,21
2017,8,Choque,PUBLICO,MICROBUS,8
2017,8,Choque,PUBLICO,TRACTO/CAMION,24
2017,8,Choque,PUBLICO,VOLQUETA,11
2017,8,Otro,OFICIAL,MOTOCICLETA,3
2017,8,Otro,PARTICULAR,AUTOMOVIL,1
2017,8,Volcamiento,PARTICULAR,MOTOCICLETA,1
2017,9,Atropello,PARTICULAR,AUTOMOVIL,4
2017,9,Atropello,PARTICULAR,CAMION,1
2017,9,Atropello,PARTICULAR,MAQUINARIA AGRICOLA,1
2017,9,Atropello,PARTICULAR,MOTOCICLETA,4
2017,9,Atropello,PUBLICO,AUTOMOVIL,4
2017,9,Atropello,PUBLICO,BUS,2
2017,9,Atropello,PUBLICO,CAMION,1
2017,9,Atropello,PUBLICO,MICROBUS,1
2017,9,Caida Ocupante,PUBLICO,TRACTO/CAMION,1
2017,9,Choque,DESCONOCIDO,BICICLETA,4
2017,9,Choque,DESCONOCIDO,CAMION,1
2017,9,Choque,DESCONOCIDO,MAQUINARIA AGRICOLA,1
2017,9,Choque,DESCONOCIDO,MOTOCICLETA,1
2017,9,Choque,DESCONOCIDO,TRACCION ANIMAL,1
2017,9,Choque,OFICIAL,AUTOMOVIL,1
2017,9,Choque,OFICIAL,CAMIONETA,2
2017,9,Choque,OFICIAL,MOTOCICLETA,3
2017,9,Choque,OFICIAL,VOLQUETA,1
2017,9,Choque,PARTICULAR,AUTOMOVIL,330
2017,9,Choque,PARTICULAR,CAMION,7
2017,9,Choque,PARTICULAR,CAMIONETA,112
2017,9,Choque,PARTICULAR,CAMPERO,32
2017,9,Choque,PARTICULAR,MOTOCICLETA,126
2017,9,Choque,PARTICULAR,TRACTO/CAMION,1
2017,9,Choque,PUBLICO,AUTOMOVIL,154
2017,9,Choque,PUBLICO,BUS,85
2017,9,Choque,PUBLICO,BUSETA,31
2017,9,Choque,PUBLICO,CAMION,30
2017,9,Choque,PUBLICO,CAMIONETA,24
2017,9,Choque,PUBLICO,CAMPERO,1
2017,9,Choque,PUBLICO,MICROBUS,16
2017,9,Choque,PUBLICO,TRACTO/CAMION,15
2017,9,Choque,PUBLICO,VOLQUETA,9
2017,9,Choque,No Aplica,CAMION,1
2017,9,Volcamiento,PARTICULAR,CAMIONETA,1
2017,9,Volcamiento,PUBLICO,CAMIONETA,1
2017,9,Volcamiento,PUBLICO,TRACTO/CAMION,1
2017,10,Atropello,OFICIAL,MOTOCICLETA,1
2017,10,Atropello,PARTICULAR,AUTOMOVIL,1
2017,10,Atropello,PARTICULAR,CAMIONETA,3
2017,10,Atropello,PARTICULAR,CAMPERO,1
2017,10,Atropello,PARTICULAR,MOTOCICLETA,5
2017,10,Atropello,PUBLICO,AUTOMOVIL,2
2017,10,Atropello,PUBLICO,BUS,5
2017,10,Atropello,PUBLICO,VOLQUETA,1
2017,10,Caida Ocupante,PUBLICO,BUS,2
2017,10,Caida Ocupante,PUBLICO,BUSETA,1
2017,10,Choque,DESCONOCIDO,AUTOMOVIL,2
2017,10,Choque,DESCONOCIDO,BICICLETA,4
2017,10,Choque,DESCONOCIDO,BUS,1
2017,10,Choque,DESCONOCIDO,DESCONOCIDA,1
2017,10,Choque,DESCONOCIDO,MAQUINARIA INDUSTRIAL,1
2017,10,Choque,OFICIAL,CAMION,1
2017,10,Choque,OFICIAL,CAMIONETA,2
2017,10,Choque,OFICIAL,MOTOCICLETA,5
2017,10,Choque,PARTICULAR,AUTOMOVIL,350
2017,10,Choque,PARTICULAR,BUS,1
2017,10,Choque,PARTICULAR,CAMION,4
2017,10,Choque,PARTICULAR,CAMIONETA,99
2017,10,Choque,PARTICULAR,CAMPERO,30
2017,10,Choque,PARTICULAR,MOTOCICLETA,122
2017,10,Choque,PARTICULAR,TRACTO/CAMION,2
2017,10,Choque,PARTICULAR,VOLQUETA,4
2017,10,Choque,PUBLICO,AUTOMOVIL,155
2017,10,Choque,PUBLICO,BUS,90
2017,10,Choque,PUBLICO,BUSETA,34
2017,10,Choque,PUBLICO,CAMION,39
2017,10,Choque,PUBLICO,CAMIONETA,14
2017,10,Choque,PUBLICO,MICROBUS,8
2017,10,Choque,PUBLICO,TRACTO/CAMION,22
2017,10,Choque,PUBLICO,VOLQUETA,10
2017,10,Incendio,PUBLICO,BUS,1
2017,10,Otro,PARTICULAR,AUTOMOVIL,1
2017,10,Otro,PARTICULAR,CAMION,1
2017,10,Otro,PARTICULAR,CAMIONETA,1
2017,10,Otro,PARTICULAR,MOTOCICLETA,3
2017,10,Otro,PUBLICO,TRACTO/CAMION,1
2017,10,Volcamiento,PUBLICO,TRACTO/CAMION,1
2017,11,Atropello,OFICIAL,MOTOCICLETA,1
2017,11,Atropello,PARTICULAR,AUTOMOVIL,5
2017,11,Atropello,PARTICULAR,CAMIONETA,1
2017,11,Atropello,PARTICULAR,MOTOCICLETA,5
2017,11,Atropello,PARTICULAR,TRACTO/CAMION,1
2017,11,Atropello,PUBLICO,AUTOMOVIL,6
2017,11,Atropello,PUBLICO,BUS,2
2017,11,Atropello,PUBLICO,BUSETA,1
2017,11,Atropello,PUBLICO,TRACTO/CAMION,1
2017,11,Caida Ocupante,PUBLICO,BUS,1
2017,11,Caida Ocupante,PUBLICO,BUSETA,1
2017,11,Choque,DESCONOCIDO,AUTOMOVIL,3
2017,11,Choque,DESCONOCIDO,BICICLETA,9
2017,11,Choque,DESCONOCIDO,BUS,1
2017,11,Choque,DESCONOCIDO,CAMIONETA,1
2017,11,Choque,DESCONOCIDO,TRACCION ANIMAL,2
2017,11,Choque,DESCONOCIDO,VOLQUETA,1
2017,11,Choque,DIPLOMATICO,CAMPERO,1
2017,11,Choque,OFICIAL,AUTOMOVIL,2
2017,11,Choque,OFICIAL,CAMIONETA,1
2017,11,Choque,OFICIAL,CAMPERO,2
2017,11,Choque,OFICIAL,MOTOCICLETA,3
2017,11,Choque,PARTICULAR,AUTOMOVIL,362
2017,11,Choque,PARTICULAR,BUSETA,2
2017,11,Choque,PARTICULAR,CAMION,7
2017,11,Choque,PARTICULAR,CAMIONETA,127
2017,11,Choque,PARTICULAR,CAMPERO,41
2017,11,Choque,PARTICULAR,MOTOCICLETA,150
2017,11,Choque,PARTICULAR,TRACTO/CAMION,1
2017,11,Choque,PARTICULAR,VOLQUETA,2
2017,11,Choque,PUBLICO,AUTOMOVIL,166
2017,11,Choque,PUBLICO,BUS,112
2017,11,Choque,PUBLICO,BUSETA,28
2017,11,Choque,PUBLICO,CAMION,46
2017,11,Choque,PUBLICO,CAMIONETA,32
2017,11,Choque,PUBLICO,MICROBUS,14
2017,11,Choque,PUBLICO,TRACTO/CAMION,14
2017,11,Choque,PUBLICO,VOLQUETA,8
2017,11,Otro,OFICIAL,MOTOCICLETA,1
2017,11,Otro,PARTICULAR,MOTOCICLETA,1
2017,11,Volcamiento,PARTICULAR,AUTOMOVIL,2
2017,11,Volcamiento,PARTICULAR,CAMIONETA,1
2017,12,Atropello,DESCONOCIDO,AUTOMOVIL,1
2017,12,Atropello,OFICIAL,CAMPERO,1
2017,12,Atropello,PARTICULAR,AUTOMOVIL,10
2017,12,Atropello,PARTICULAR,CAMIONETA,1
2017,12,Atropello,PARTICULAR,MOTOCICLETA,10
2017,12,Atropello,PUBLICO,AUTOMOVIL,5
2017,12,Atropello,PUBLICO,BUS,1
2017,12,Atropello,PUBLICO,BUSETA,1
2017,12,Caida Ocupante,PUBLICO,BUS,5
2017,12,Caida Ocupante,PUBLICO,MICROBUS,1
2017,12,Choque,DESCONOCIDO,AUTOMOVIL,3
2017,12,Choque,DESCONOCIDO,BICICLETA,9
2017,12,Choque,DESCONOCIDO,CARRETILLA ELEVADORA,1
2017,12,Choque,DESCONOCIDO,MOTOCICLETA,1
2017,12,Choque,OFICIAL,CAMION,1
2017,12,Choque,OFICIAL,CAMIONETA,1
2017,12,Choque,OFICIAL,CAMPERO,1
2017,12,Choque,OFICIAL,MOTOCICLETA,2
2017,12,Choque,PARTICULAR,AUTOMOVIL,348
2017,12,Choque,PARTICULAR,CAMION,4
2017,12,Choque,PARTICULAR,CAMIONETA,130
2017,12,Choque,PARTICULAR,CAMPERO,36
2017,12,Choque,PARTICULAR,MOTOCICLETA,112
2017,12,Choque,PARTICULAR,VOLQUETA,2
2017,12,Choque,PUBLICO,AUTOMOVIL,152
2017,12,Choque,PUBLICO,BUS,76
2017,12,Choque,PUBLICO,BUSETA,29
2017,12,Choque,PUBLICO,CAMION,37
2017,12,Choque,PUBLICO,CAMIONETA,26
2017,12,Choque,PUBLICO,CAMPERO,1
2017,12,Choque,PUBLICO,MICROBUS,14
2017,12,Choque,PUBLICO,TRACTO/CAMION,21
2017,12,Choque,PUBLICO,VOLQUETA,9
2017,12,Otro,PARTICULAR,MOTOCICLETA,1
2017,12,Volcamiento,PARTICULAR,AUTOMOVIL,2
2017,12,Volcamiento,PARTICULAR,MOTOCICLETA,2
2018,1,Atropello,OFICIAL,MOTOCICLETA,1
2018,1,Atropello,PARTICULAR,AUTOMOVIL,3
2018,1,Atropello,PARTICULAR,CAMIONETA,2
2018,1,Atropello,PARTICULAR,MOTOCICLETA,10
2018,1,Atropello,PUBLICO,AUTOMOVIL,3
2018,1,Atropello,PUBLICO,BUS,4
2018,1,Atropello,PUBLICO,CAMION,2
